File name,Question,Answer,Distractor 1,Distractor 2,Distractor 3,Author
113,What is the woman doing?,handstand,push-up,jogging,swimming,Penghao
113,How many people are there?,2,3,4 ,1,Penghao
113,What is the color of the carpet?,gray,blue,yellow,red,Penghao
114,For how long did he have them?,over 1 year,over 10 years,over 20 years,over 5 years,Aura
114,What kind of pants is he wearing?,pajama,ski,short,polks dots,Aura
114,Where is he going?,town,hospital,cinema,court,Aura
114,Why is he going to town?,buy new boots,buy new hat,buy new laces,buy new skis,Aura
114,What does he need?,new boots,new car,new mug,new tie,Aura
114,What is the man holding?,a pair of boots,an apple,a shirt,a basketball,Penghao
114,Why does the man wearing pajamas pant?,it is stretchy,it is long, it is beautiful, it is new,Penghao
114,What is the color of the man's jacket?,black,blue,red,brown,Penghao
114,How long have the man wore this boots?,1 year,2 years,6 months,a week,Penghao
115,Where is he?,car,kitchen,train,hospital,Aura
115,How much can the boots cost?,$300-600,"$3,000",$300-1000,$300-10000,Aura
115,What does he want to try out?,different lacing system,different brand,boards,suit,Aura
115,What is outside?,snowstorm,thunderstorm,hurricane,tornado,Aura
115,What is the color of the man's jacket?,red,black,brown,blue,Penghao
115,What are they going to do?,buy a pair of boots,buy some food,watch a movie,go to a bar,Penghao
115,What is the name of the man?,Kevin,Bob,John,Tim,Penghao
115,What is the color of the 5 rings?,blue,red,yellow,black,Penghao
116,What is he doing in the beginning?,measures his foot,measures his hand,bandages his foot,cleans his foot,Aura
116,What color is the boot?,dark gray,yellow,white,orange,Aura
116,Where does he feels pressure?,toes,head,hand,elbow,Aura
116,Which boots feel better?,Ions,Elba,Yeti,brown,Aura
116,What part of the body feels lost in?,heel,toes,knee,elbow,Aura
116,What is the size of the man's feet?,10,9,8,11,Penghao
116,What is the color of the man's jacket?,red,yellow,blue,black,Penghao
116,What is the color of the man's pants?,gray,blue,red,black,Penghao
116,What's the problem with the boots?,a little bit of pressure on his toes,no problem,too large for him,not comfortable,Penghao
117,What is he trying on?,boots,ties,socks,blouses,Aura
117,What color is his hat?,gray,white,orange,green,Aura
117,How is he skin?,sensitive,dark,orange,oily,Aura
117,What is he doing in the beginning?,lounges,ballet,running,push-ups,Aura
117,What does he have on his finger?,cut,ring,bandaid,tattoo,Aura
117,What is the price of the boots?,$529.99,$600,$700,$800,Penghao
117,What is the brand of the boots?,Burton,Nike,Adidas,Underarmor,Penghao
117,What is the color of the man's jacket?,red,gray,blue,yellow,Penghao
117,What is the color of the man's pants?,gray,blue,yellow,black,Penghao
117,What is the color of the boots?,black,yellow,gray,blue,Penghao
118,Where are they?,boards store,book store,library,grocery store,Aura
118,How much is the first board?,$800,$400,"$3,000",$230,Aura
118,What is the boy that talks first wearing?,hoodie,tie,scarf,pajama,Aura
118,What color is the hoodie? ,red,orange,green,blue,Aura
118,What board caught his attention?,Yes board,No board,Yeti board,Ion board,Aura
118,What does the man say about the first board he picks up?,funny,bored,strange,abnormal,Penghao
118,What does the man say about the second board he picks up?,expensive,ugly,pretty,heavy,Penghao
118,What is the price of the board the man is holding?,$699.99,$799.99,$1000,$899,Penghao
118,What is the color of the snowboard the man is holding?,blue,yellow,red,brown,Penghao
119,What is the first question the man asks?,Where do you want to go?,Where do you want to eat?,When do you want to eat?,Where do you want to run?,Aura
119,Where do they go first?,Champs,Nike,Aldo,movies,Aura
119,What does he want to play?,basketball,chess,soccer,10nis,Aura
119,How much is it?,$79,$45,$90,$30,Aura
119,What is the boy that talks first wearing?,hoodie,t-shirt,tie,scarf,Aura
119,What is the brand of the man's jacket?,Nike,Adidas,Puma,Timberland,Penghao
119,What kind of shoes does the boy plans to buy?,basketball shoes,football shoes,running shoes,golf shoes,Penghao
119,Where are they?,shop,park,cinema,restaurant,Penghao
119,What is the color of the boy's shirt?,blue,brown,white,black,Penghao
120,What color is the top of the shoes?,black,golden,silver,green,Aura
120,What size is he trying first?,12 1/2,13,12,11,Aura
120,What si the boy with the t-shirt doing?,trying on shoes,trying on shirts,trying on ties,trying on hoodies,Aura
120,Which tag is he looking on?,price tag,name tag,new tag,missing tag,Aura
120,By when is his foot going to grow?,Christmas,Halloween,July 4th,Easter,Aura
120,Where are they?,shop,park,cinema,restaurant,Penghao
120,What are the boy planning to buy?,basketball shoes,football shoes,running shoes,golf shoes,Penghao
120,Where is the price of the first shoes they pick up?,79 dollars,78 dollars,100 dollars,55 dollars,Penghao
120,What is the problem of the shoes the kid tries on?,a little bit large,too expensive,he does not like the color,too small,Penghao
121,What color is the sole of the shoes?,white,black,navy,red,Aura
121,What type of shoes does he hold?,sport,winter,dancing,ballet,Aura
121,What color is his bracelet?,red,silver,orange,green,Aura
121,What is the first question the man asks?,Which ones?,Which goes?,Which do you hate?,Which 1 are you?,Aura
121,Where are they?,shoe store,cinema,bakery,book store,Aura
121,What color does the man think the shoes are?,pink,black,brown,yellow,Penghao
121,What is the size of the boy's feet?,13,12,11,14,Penghao
121,What are the man doing before paying?,preying,singing,jogging,sleeping,Penghao
121,What day is today?,The boy's birthday,Christmas,Halloween,The man's birthday,Penghao
121,What is the brand of the man's jacket?,Nike,Adidas,Puma,Gucci,Penghao
122,What does the woman put on the child's hand?,gloves,bracelet,towell,book,Aura
122,What color are the kid's gloves?,blue,golden,red,silver,Aura
122,How many white pots do they have?,3,11,4,1,Aura
122,What do they put in the white pots?,soil,tomatoes,seeds,toys,Aura
122,What are they doing?,planting,reading,drawing,singing,Aura
123,How many people are in the car?,2,11,4,7,Aura
123,What color is the man's hat?,blue,red,golden,silver,Aura
123,Where are they?,car,train,bedroom,restroom,Aura
123,Where are they going?,mall,restroom,class,party,Aura
123,Where does she want to go to first?,Forever XXI,Zara,Aldo,home,Aura
123,Where are they?,car,park,restaurant ,restroom,Penghao
123,How many people are in the video?,2,8,6,7,Penghao
123,Why the girl want to go to mall?,buy clothes,buy food,go to cinema,see her friends,Penghao
123,What's the color of the man's hat?,blue,brown,white,black,Penghao
124,What did they talk about yesterday?,number line,number series,fairy tales,reading,Aura
124,How many directions can number lines go?,3,10,11,4,Aura
124,What do they do to show directions of number lines?,hand gestures,foot gestures,hand writing,drawing,Aura
124,What is the first question the woman asks?,Remember math yesterday?,Remember science yesterday?,Remember reading yesterday?,Remember trip yesterday?,Aura
124,What is the woman teaching?,math,science,chemistry,writting,Aura
124,Where are they?,school,Park,Restaurant ,Restroom,Penghao
124,What's the relationship of those 3 people?,teachers and students,friends,family,colleagues,Penghao
124,How many dogs are in this video?,0,8,6,7,Penghao
124,What's the color of the teacher's boots?,brown,pink,yellow,red,Penghao
125,What is the woman wearing on her feet?,boots,pumps,sandals,socks,Aura
125,What will they going to talk about?,number stories,fairy tales,folk stories,number series,Aura
125,What will they work on?,number lines,number drawings,paintings,reading,Aura
125,What words will they hear about?,more and less,bigger and smaller,black and white,more and best,Aura
125,When did they talk about number stories?,a couple of weeks ago,a couple of years ago,a couple of months ago,seasons ago,Aura
125,What happens if you don't have a partner?,you can have a bundle of 3,you will be punished,nothing happens,you can go home right now,Penghao
125,Where are they?,school,library,restaurant ,park,Penghao
125,What color is the teacher's pants?,pink,yellow,blue,brown,Penghao
125,"What is the ""big word""?",infinity,less,more,large,Penghao
126,Where are they?,classroom,kitchen,cinema,yard,Aura
126,How many model cars does Max have in the beginning?,8,11,4,6,Aura
126,How many more model cars does Max get?,3,6,10,3,Aura
126,How many model cars does Max have in the end?,11,10,3,13,Aura
126,What color are the woman's pants?,"
fuchsia",beige,black,navy,Aura
126,What is the word underlined in red?,more,less,infinity,Max,Penghao
126,What did they talk about yesterday?,skip counting,infinity counting,number line,number story,Penghao
127,What are the girls getting ready for?,vacation,homework,yard work,ballroom,Aura
127,Where are the girls going?,San Antonio,San Francisco,San Juan,Chicago,Aura
127,What are the girls about to do?,pack,read,sleep,play,Aura
127,Who is the man?,their father,their uncle,their cousin,their brother,Aura
127,What does the man have on the shoulder?,tattoo,scar,butterfly,bag,Aura
127,Where will they go for vocation?,San Antonio,San Francisco,New York,London,Penghao
127,How many kids are there?,2,3,1,4,Penghao
127,What is the color of the top of the younger sister?,blue,yellow,red,brown,Penghao
127,What color of top does the man wear?,gray,blue,black,yellow,Penghao
128,What kind of luggage does the first girl have?,emoji luggage,heavy luggage,dirty luggage,shiny luggage,Aura
128,What is the first question that the man asks?,What kind of luggage do you have?,What kind of flight do you have?,What kind of cat do you have?,What kind of book do you have?,Aura
128,What color is the back of the emoji luggage?,pink,blue,fuchsia,beige,Aura
128,How many people are there?,2,10,3,5,Aura
128,What kind of luggage does the first girl have?,Dory,Kevin,Mickey,Princess,Aura
128,Why does her have an emoji luggage?,she loves emoji,no reason, her mom likes it,it is affordable to her,Penghao
128,What did Riley put in her luggage?,her baby doll,clothes,book,homework,Penghao
128,What is the name of the younger sister?,Riley,Roy,Chanel,Pat,Penghao
129,What does the first t-shirt say?,totally tropical,totally green,orange tropical,totally happy,Aura
129,What does the second t-shirt say?,love,happy,green,today,Aura
129,What is the first question the man asks?,what does the t-shirt say?,what does the t-shirt go?,what is the t-shirt?,who bought the t-shirts?,Aura
129,What color are the walls?,white,fuchsia,beige,black,Aura
129,Where is the TV?,fireplace,shelves,floor,box,Aura
129,What is the elder sister's name?,Chanel,Coco,Patty,Kris,Penghao
129,What are they doing?,pack their suitcase,cook a meal,sing,play chess,Penghao
129,What is the name of the younger sister?,Riley,Roy,Ron,Lily,Penghao
129,What did the younger child get?,a shirt,a doll,a pet,a suitcase,Penghao
130,What is the bigger girl doing?,folding clothes,folding chairs,cleaning clothes,ironing clothes,Aura
130,Where is the doll?,in the luggage,on the bed,in the box,on the oven,Aura
130,What color is the t-shirt of the small girl?,blue,brown,fuchsia,white,Aura
130,What is in the corner of the living room?,fireplace,cinema,cat,flower,Aura
130,What pair does the little girl need?,pants,skirts,gloves,scissors,Aura
130,What is Chanel doing first?,folding her clothes,doing her homework,cleaning her room,washing her clothes,Penghao
130,What is Riley doing first?,putting her clothes in the luggage,folding her clothes,washing her clothes,cleaning her room,Penghao
130,What is the name of the younger sister?,Riley,Roy,Ron,Lily,Penghao
130,What is the name of the elder sister?,Chanel,Kitty,Kris,Jenny,Penghao
130,What is the color of the top of the younger sister?,blue,red,brown,white,Penghao
131,What is he telling the girl to put in?,the doll,the book,the dictionary,the laces,Aura
131,Where is the girl's towel?,in the luggage,on the table,on the bed,in the box,Aura
131,What color is the towell?,pink,brown,blue,white,Aura
131,What does the girl have to teach us?,how to close the luggage,how to buy the luggage,how to clean the luggage,how to find the luggage,Aura
131,How many pieces of luggage are on the floor?,2,3,13,6,Aura
131,What covers the floor?,carpet,tile,wood,marble,Penghao
131,How many kids are in this video?,2,1,3,4 ,Penghao
131,What's the color of the doll's cloth?,yellow,blue,red,pink,Penghao
131,How many fish patterns are on the cover of the little sister's luggage?,2,1,3,4 ,Penghao
131,Where did the kid went through at home?,kitchen and living room,bedroom,bathroom,balcony,Penghao
132,What color is the carpet?,beige,black,white,fuchsia,Aura
132,Who is asking questions?,father,aunt,brother,grandmother,Aura
132,What color is the couch?,beige,red,magenta,purple,Aura
132,What is the girl showing?,how the luggage works,how the luggage breaks,how the TV works,how the phone works,Aura
132,Where are they?,living room,cinema,yard,farm,Aura
132,What's the color of the older sister's luggage?,pink,yellow,blue,red,Penghao
132,What is the relationship between those 3 people?,father and daughters,friends,teacher and students,mother and daughters,Penghao
132,How many kids are in this video?,2,1,3,4 ,Penghao
132,How many kids wearing glasses in this video?,1,2,3,4 ,Penghao
132,How many boys are in this video?,0,1,2,3,Penghao
133,What is the first question the woman asks?,Did you pack everything?,Did you read everything?,Did you pack the books?,Did you write everything?,Aura
133,Where are the girls?,on the floor,bathtub,balcony,theater,Aura
133,What color is the beach towel?,light green,fuchsia,beige,yellow,Aura
133,How many more night clothes she still needs?,1,3,0,6,Aura
133,What color are the doors?,white,yellow,red,magenta,Aura
133,How many kids got the beach towels in their luggages?,2,1,3,4 ,Penghao
133,How many nightclothes the older sister has in her luggage?,2,1,3,4 ,Penghao
133,What's the color of the wall?,white,red,yellow,blue,Penghao
133,What is the relationship between those 3 people?,mother and daughters,friends,teacher and students,father and daughters,Penghao
133,How many beds are in the room?,1,2,3,4 ,Penghao
134,Where is the tablet?,floor,table,shelves,TV stand,Aura
134,What color is the eyeglasses frame?,black,white,pink,golden,Aura
134,What color is the life vest?,pink,beige,yellow,red,Aura
134,How many swim suits does the second girl have?,2,1,3,5,Aura
134,Where will she need the swim suit?,school,yard,farm,cinema,Aura
134,What's the color of the mother's nails?,white,pink,yellow,blue,Penghao
134,What's the color of the wall?,white,red,yellow,blue,Penghao
134,What's the words on the white pillow?,messy hair don't care,I don't know,please fly with me,coolest girl ever,Penghao
134,How many beds are in the room?,1,2,3,4 ,Penghao
134,How many kids are in this video?,2,1,3,4 ,Penghao
135,What color is the inside of the luggage?,blue,green,white,pink,Aura
135,How many nightgowns do they pack?,1,6,5,10,Aura
135,What is the girl bringing?,underwear,tie,gloves,paper,Aura
135,What color are the shoes in the luggage?,pink,white,golden,black,Aura
135,Who is checking on their packing?,mother,cousin,aunt,brother,Aura
135,How many dolls on the floor?,1,2,3,4 ,Penghao
135,How many pairs of shoes in the little sister's luggage?,1,2,3,4 ,Penghao
135,How many underwear does the little sister need to find?,2,1,3,4 ,Penghao
135,What is the relationship between those people?,mother and daughters,friends,teacher and students,father and daughters,Penghao
135,What's the color of the mother's clothes?,blue,white,pink,yellow,Penghao
136,Where are they?,bedroom,kitchen,balcony,yard,Aura
136,What are they doing?,packing,traveling,singing,playing,Aura
136,Where are they sitting?,floor,bathtub,table,tree,Aura
136,Where do they need the outfit next day?,school,farm,bathtub,yard,Aura
136,What color is the woman's dress?,blue,white,pink,black,Aura
136,What are the words on the painting on the wall?,be yourself,I don't know,please fly with me,coolest girl ever,Penghao
136,How many TVs are in the room?,1,2,3,4 ,Penghao
136,What is the relationship between those people?,mother and daughters,friends,teacher and students,father and daughters,Penghao
136,What's the color of the door?,white,blue,pink,yellow,Penghao
137,Where are they?,kitchen,bathtub,yard,farm,Aura
137,How many girls are?,2,5,3,7,Aura
137,What are they supposed to do?,bake birthday cake,buy birthday cake,order birthday cake,bake bread,Aura
137,How many bowls are on the table?,6,1,3,11,Aura
137,How much water they need?,1 cup,1/2 cup,3 cups,3 1/2 cups,Aura
137,What's the color of the wall?,green,red,yellow,blue,Penghao
137,For who are they making birthday cake?,father,friends,mother,teacher,Penghao
137,How many kids are in this video?,3,1,2,4 ,Penghao
137,How many kids wearing a flower on their heads?,1,2,3,4 ,Penghao
138,What are they pouring?,vegetable oil,beer,soup,water,Aura
138,What do they use to count the oil?,spoon,straw,dropper,cup,Aura
138,What is in the bowl?,cake batter,chickpea,beer,soup,Aura
138,How many spoons of oil do they pour?,1,3,6,5,Aura
138,What does the girl go bring?,eggs,flour,salt,chocolate,Aura
138,Which spoon the kids should hold?,the big spoon,the small spoon,the white one,spoon made of wood,Penghao
138,How many kids are in this video?,3,1,2,4 ,Penghao
138,What's the color of the sofa?,black,red,yellow,blue,Penghao
138,What's the color of the wall?,green,red,yellow,blue,Penghao
138,How many eggs they need?,3,1,2,4 ,Penghao
139,What color are the eggs?,white,pink,black,green,Aura
139,What are the kids holding?,eggs,forks,knives,spoons,Aura
139,What are the kids doing with the eggs?,crack,boil,freeze,paint,Aura
139,Where are they putting the eggs?,cake batter,soup,water,pan,Aura
139,How many eggs do they put in the cake mix?,3,6,0,1,Aura
139,How many kids want to crack the eggs?,2,1,3,4 ,Penghao
139,The did woman tell the girls not to put in the bowl when cracking eggs?,egg shells,tomato,milk,juice,Penghao
139,Who was responsible for digging the egg shells out?,the woman,the boy,the girls wearing a flower,the father,Penghao
139,Who cracked the third egg?,the boy in black,the woman,the father,the dog,Penghao
139,How many kids are in this video?,3,1,2,4 ,Penghao
140,What color is the mix in the bowl in the beginning?,yellow,violet,pink,black,Aura
140,What color is the girl's hair flower?,pink,blue,red,orange,Aura
140,How many kids are there?,3,2,9,0,Aura
140,What are they using to mix?,hand mixer,blender,chopper,spoon,Aura
140,Where is the bowl?,table,floor,shelf,TV stand,Aura
140,What's the color of the thing in the bowl?,yellow,red,pink,blue,Penghao
140,How many kids stirred the materials in the bowl?,3,1,2,4 ,Penghao
140,What's the color of the refrigerator?,white,black,red,yellow,Penghao
140,What's the color of the girl's head flower?,pink,black,red,yellow,Penghao
140,Who is the last one to stir?,the boy in black,the girls wearing a flower,the father,the woman,Penghao
141,How many bowls are on the table?,6,0,2,3,Aura
141,What are they supposed to do obtain colors?,mix,pour,boil,freeze,Aura
141,What color is in the pink bowl?,blue,red,orange,green,Aura
141,What color should be in the bowl on the oven?,red,green,violet,pink,Aura
141,How many cake molds are on the oven?,2,7,6,4,Aura
141,How many bowls on the table?,6,3,1,2,Penghao
141,How many pink bowls on the table?,1,2,4 ,3,Penghao
141,What color does the girl want to make?,purple,red,black,pink,Penghao
141,How many red bowls on the table?,0,2,4 ,3,Penghao
142,What color is the first mix supposed to have?,purple,white,red,brown,Aura
142,What color is the second mix supposed to have?,yellow,red,brown,green,Aura
142,How many bowls are on the table?,5,4,7,6,Aura
142,What object is next to the bowls on the table?,scissors,knife,spoon,fork,Aura
142,What color is in the bowl on the oven?,red,orange,beige,blue,Aura
142,What is little sister been asked to find?,spoon,table,bowl,tree,Penghao
142,Which 2 bowls is the woman most worried about?,the last 2,the first and second,the boy's,no bowls,Penghao
142,How many girls are in pink?,1,2,4 ,3,Penghao
142,How many dogs are in this video?,0,2,4 ,3,Penghao
142,How many cats are in this video?,0,2,4 ,3,Penghao
143,For what day are they working?,daddy's birthday,sister's birthday,cousin's birthday,mother's birthday,Aura
143,What color is the mix supposed to have?,green,red,orange,beige,Aura
143,How many colors is the cake supposed to have?,4,6,3,9,Aura
143,How many kids are?,3,9,0,2,Aura
143,What color is the oven?,white,blue,black,red,Aura
143,What color is the boy's mix in the end?,orange,red,black,pink,Penghao
143,What color is the little sister's mix in the end?,green,red,black,pink,Penghao
143,What's the color of the sofa?,black,red,yellow,pink,Penghao
144,How many kids are?,2,3,0,1,Aura
144,How is the cake supposed to be inside?,rainbow,brown,red,orange,Aura
144,How many cakes are?,2,1,0,4,Aura
144,Who blows the candles?,the father,the mother,the baby,the aunt,Aura
144,Where is the man sitting?,armchair,floor,window,ballon,Aura
144,What those kids made?,a cake,a table,a house,a car,Penghao
144,What supposed to be inside the cake?,a rainbow,a dog,a doll,a car,Penghao
144,What's the color of the plate?,white,red,black,pink,Penghao
144,Where is the father?,on the bed,on the sofa,at the school,in the garden,Penghao
144,What's the material of the wall in the bedroom?,wood,tile,marble,plastic,Penghao
145,What is the first price?,"$1,000",$40,$56,"$1,300",Aura
145,What colors are the hearts on the t-shirt?,pink,blue,black,white,Aura
145,What color is the chair?,brown,red,orange,magenta,Aura
145,What does the girl ask the other girl to do in the end?,sit,run,write,sing,Aura
145,What is the highest price?,$ 2 million,$ 35 million,$2,$ 26 million,Aura
145,What is the time now?,5:04,12:00,11:00,9:00,Penghao
145,How many clocks are in this room?,1,2,3,4 ,Penghao
145,What's the color of the wall?,white,red,black,pink,Penghao
146,How many kids are in this room?,2,1,3,4 ,Penghao
146,What time shows the clock?,5:05,5:30,10:05,5:25,Aura
146,What is the girl putting on the head of the other girl?,sleeping mask,eyeglasses,hair band,flower,Aura
146,What does the girl ask the other girl to do in the beginning?,sign,play,run,cry,Aura
146,What color are the t-shirt stripes?,gray and orange,gray and violet,gray and white,blue and orange,Aura
146,What kind of make over does the girl want?,hair style,shoe style,skirt style,winter style,Aura
146,What's the color of the table?,brown,red,black,pink,Penghao
146,How many kids are in this room?,2,1,3,4 ,Penghao
146,How many girls are in this room?,2,1,3,4 ,Penghao
146,What's the color of the door?,brown,red,black,pink,Penghao
147,How many kids are?,4,2,1,0,Aura
147,How many girls are?,3,3,5,1,Aura
147,What do the kids say that can be made out of apple?,juice and cider,water,juice and wine,cake,Aura
147,What color is the boy's shirt?,green,brown,blue,black,Aura
147,What are the kids sitting on?,pillows,the TV stand,couch,floor,Aura
147,What's the color of the sofa?,black,red,black,pink,Penghao
147,What's the color of the wall?,white,red,black,pink,Penghao
147,How many boys in this room?,1,2,3,4 ,Penghao
148,What object is in the window?,open box,flowers,bottle,pot,Aura
148,Where are they?,living room,bedroom,balcony,terrace,Aura
148,What color is the couch?,brown,blue,silver,white,Aura
148,What color is the floor matt?,blue,orange,brown,red,Aura
148,What will they do?,draw pictures,count,sing,run,Aura
148,How many red head icons did they draw on the white board?,1,2,3,4 ,Penghao
148,How many head icons did they draw on the white board?,2,1,3,4 ,Penghao
148,How many girls are in this room?,3,1,2,4 ,Penghao
148,"How many letters ""A"" they wrote on the white board?",1,2,3,4 ,Penghao
148,How many kids are in this room?,4 ,1,2,3,Penghao
149,How does the girl try to arrange the hair?,side-parted,French braid,French bun,ponny tail,Aura
149,What color is the empty chair?,translucent,red,blue,silver,Aura
149,What color are the room walls?,white,violet,brown,red,Aura
149,How is the girl's hair?,greasy,clean,wet,shampooed,Aura
149,What hairstyle does the girl want to try?,French,bun,ponny tail,braids,Aura
149,What are they doing?,style hair,dancing,cook breakfast,eating dinner,Penghao
149,How many girls are in this room?,2,1,3,4 ,Penghao
149,What's the color of the door?,white,red,black,pink,Penghao
149,How many boys are in this room?,0,2,3,4 ,Penghao
150,What does the girl say she remembers in the beginning?,her reaction,her sister,her mother,her diary,Aura
150,Where are the girls?,bedroom,balcony,bathroom,pool,Aura
150,How does the girl want to make her look like?,the singer,the lawyer,the actress,the doll,Aura
150,How long it took to grow her hair?,1 year and 8 months,1 year and 11 months,10 years and 8 months,4 years,Aura
150,What color are the hallway walls?,yellow,orange,violet,brown,Aura
150,What's the color of the photo frames?,black,red,white,pink,Penghao
150,Where are the photo frames?,on the wall,on the table,under the bed,on their hands,Penghao
150,What's the color of the door?,white,red,black,pink,Penghao
150,What's the color of the wall?,white,red,black,pink,Penghao
150,How many girls are in this room?,2,1,3,4 ,Penghao
151,What color is the hair of the sitting girl?,black,blonde,red,blue,Aura
151,How many girls have blonde hair?,0,6,4,2,Aura
151,What does the standing girls do?,arranges hair ,washes hair,paints,wipes hair,Aura
151,What hairstyle does the sitting girl have on the sides?,French braid,French toast,ponny tail,bun,Aura
151,What letter does the girl's necklace have?,V,N,Z,T,Aura
151,How many chairs in this video?,2,1,3,4 ,Penghao
151,How many girls are in this room?,2,1,3,4 ,Penghao
151,What's the color of the door?,white,red,black,pink,Penghao
151,What's the color of the wall?,white,red,black,pink,Penghao
152,What color is the girl's bracelet?,green,orange,magenta,green,Aura
152,What does the standing girls do?,brushes hair,washes hair,pulls hair,cries,Aura
152,What color is the comb?,green,brown,orange,magenta,Aura
152,How many hair styling tools are used?,2,6,4,0,Aura
152,What does the girl need to do to brush the hair?,wet it,pull it,stretch it,wash it,Aura
152,What does the Asian girl ask at the beginning of the video?,do her hair gently,dancing with her,bring her a glass of water,go to see the show,Penghao
152,How many dogs in this video?,0,1,3,4 ,Penghao
152,What's the color of the door?,white,red,black,pink,Penghao
152,What's the color of the wall?,white,red,black,pink,Penghao
152,How many girls are in this room?,2,1,3,4 ,Penghao
153,How many girls have curly hair?,1,10,0,2,Aura
153,How many girls have necklaces?,2,0,6,4,Aura
153,What color is the door?,white,yellow,green,violet,Aura
153,How many girls wear earrings?,2,1,0,11,Aura
153,What color are the pants of the standing girl?,blue,magenta,gray,blue,Aura
153,How many people wearing neclaces in this video?,2,1,3,4 ,Penghao
153,What are they doing?,style hair,dancing,cook breakfast,eating dinner,Penghao
153,What's the color of the door?,white,red,black,pink,Penghao
153,What's the color of the wall?,white,red,black,pink,Penghao
154,Where are the girls?,bedroom,bathroom,pool,tree,Aura
154,How many rings does the girl standing up have?,2,3,1,0,Aura
154,What color are the fingernails of the girl standing up?,red,yellow,blue,green,Aura
154,How many chairs are in the room?,2,1,0,5,Aura
154,What color are the bed sheets?,white,golden,yellow,green,Aura
154,How many girls are in this room?,2,1,3,4 ,Penghao
154,What are they doing?,style hair,dancing,cook breakfast,eating dinner,Penghao
154,What's the problem they are facing?,hair is hard to comb,don't know how to dance,need more eggs,need to find a dog,Penghao
154,What's the color of the door?,white,red,black,pink,Penghao
154,What's the color of the wall?,white,red,black,pink,Penghao
155,How is the hair spray?,cold,wet,smelly,fresh,Aura
155,What color are the standing woman's fingernails?,red,light blue,teal,red,Aura
155,What color is the top of the sitting woman?,violet,magenta,golden,silver,Aura
155,What does the standing woman do?,arranges hair ,cuts hair,washes hair,runs,Aura
155,What color is the standing woman's top?,yellow,violet,brown,black,Aura
155,What's the color of the door?,white,red,black,pink,Penghao
155,What's the color of the wall?,white,red,black,pink,Penghao
155,What are they doing?,style hair,dancing,cook breakfast,eating dinner,Penghao
155,How many girls are in this room?,2,1,3,4 ,Penghao
156,What does the girl asks first?,to rate hair style,to rate the cookies,to rate the movies,to rate the cars,Aura
156,How many people are wearing earrings?,2,3,1,5,Aura
156,What color are the fingernails of the Asian woman?,light blue,red,magenta,golden,Aura
156,How many people are in the video?,2,6,3,1,Aura
156,What did the woman use a ton of?,hair spray,water,syrup,alcohol,Aura
156,How many people are wearing necklaces in this video?,2,1,3,4 ,Penghao
156,How many people have earrings?,2,1,3,4 ,Penghao
156,How many mirrors are in this room?,1,2,3,4 ,Penghao
156,How many girls are in this room?,2,1,3,4 ,Penghao
156,What are the last words the Asian girl said?,enjoy your day,happy about my hair style,bye,congratulations,Penghao
157,What is the name of the first girl?,Paige,Alaina,Mary,Helen,Aura
157,What is th girl going to use to get the hair wet?,spray bottle,tube,brush,hair tie,Aura
157,What is the first step?,spray hair,clean hair,brush hair,paint hair,Aura
157,What does one have to make sure to do?,make the hair wet,make the hair glow,make the hair clean,comb hair,Aura
157,Why is the girl not there?,they don't leave together,they don't eat together,they are upset,they don't run together,Aura
158,What does the girl say she does in the beginning?,spray hair,wash hair,cut hair,comb hair,Aura
158,Why is she spraying hair?,it's easier,it's not easier,it's harder,it takes long,Aura
158,How many girls have earrings?,1,3,6,2,Aura
158,What color is the small lamp?,teal,brown,magenta,red,Aura
158,What will they do after spraying hair?,question of the day,question of the year,question of the month,leave,Aura
159,What will she tell at the end of the video?,What she used.,What she ate.,What she sang.,Her age,Aura
159,What is the dream of the girl standing?,To become famous.,To become actress.,To become teacher.,To become doctor.,Aura
159,What is the dream of the second girl?,To be a cheerleader.,To be a lawyer.,To be a mother.,To be a driver.,Aura
159,How many girls have curly hair?,1,3,0,2,Aura
159,How many girls have blonde hair?,2,1,3,6,Aura
160,What's the girl's dream job?,do hair,do make up,teach,sing,Aura
160,Who is her close friend?,Alexis,Sandra,Maria,Mia,Aura
160,What does the girl asks the sitting girl to do?,close eyes,close mouth,wipe eyes,close door,Aura
160,What does the standing girl do?,wets hair,combs hair,washes hair,cuts hair,Aura
160,Where does she say to follow her friend?,YouTube,iPad,iPhone,screen,Aura
161,What color is the water bottle?,blue,beige,pink,peach,Aura
161,What is the girl d1 doing?,wetting hair,combing hair,washing hair,cutting hair,Aura
161,What does the girl use on the hair?,hair brush,comb,dye,scrissors,Aura
161,Where is the girl looking for things?,bag,basket,backpack,sack,Aura
161,What is the girl taking from the bag first?,hair ties,scissors,comb,water bottle,Aura
162,What hairstyle is the girl going to do?,braided bun,high ponny,braids,bob,Aura
162,For who does the girl say she does hair?,aunt,cousin,mother,sister,Aura
162,What is under the bed?,a basket,a cat,a mouse,a ball,Aura
162,What does the girl like?,brush underneath,brush down,brush on the side,brush up,Aura
162,What color is the hair of the girl sitting down?,blonde,brown,red,black,Aura
163,What is the first question the girl asks?,Did you brush your hair today?,Did you brush your teeth today?,Did you wash your hair today?,Did you eat today?,Aura
163,What time did the girl get up?,7,2,1,11,Aura
163,What does the standing girl asks first?,Put your head up.,Put your head down.,Put your head to the left.,Put your head to the right.,Aura
